ts_code,name,industry,industry_l1,industry_l2,area,close,pct_chg,pe,pb,total_mv,revenue,gross_profit,gpr,net_profit,npm,list_date,ytd_2024,ytd_2025,ytd_2026
000729.SZ,燕京啤酒,非白酒,食品饮料,非白酒,北京,12.92,-1.15,15.05,0.62,364.21,153.33,66.79,43.56,16.79,13.09,1997-07-16,57.26,11.5,10.18
603568.SH,伟明环保,环境治理,环保,环境治理,浙江,21.28,-1.16,-16.15,3.30,363.89,62.36,31.72,50.88,22.13,37.6,2015-05-28,22.43,-6.23,-26.35
002939.SZ,长城证券,证券Ⅱ,非银金融,证券Ⅱ,深圳,9.02,0.22,-11.57,1.23,363.87,51.96,,,23.52,45.28,2018-10-26,10.8,9.61,-18.57
603179.SH,新泉股份,汽车零部件,汽车,汽车零部件,江苏,71.15,3.15,-3.70,21.83,362.87,155.24,27.95,18.0,8.15,5.18,2017-03-17,45.17,63.96,-7.76
000629.SZ,钒钛股份,冶钢原料,钢铁,冶钢原料,四川,3.9,0.52,25.81,7.73,362.35,88.9,8.01,9.01,,,1996-11-15,5.5,23.21,7.48
688102.SH,斯瑞新材,金属新材料,有色金属,金属新材料,陕西,46.55,5.87,20.28,19.21,362.16,15.72,3.82,24.32,1.48,9.74,2022-03-16,250.77,307.66,-16.62
002459.SZ,晶澳科技,光伏设备,电力设备,光伏设备,河北,10.94,0.74,-4.45,3.70,362.11,491.29,,,,,2010-08-10,-53.4,-32.54,-21.96
601866.SH,中远海发,航运港口,交通运输,航运港口,上海,2.74,0.74,8.73,3.01,361.63,252.01,48.34,19.18,16.09,6.9,2007-12-12,12.27,5.35,2.79
600348.SH,华阳股份,煤炭开采,煤炭,煤炭开采,山西,10.01,-1.86,21.19,-1.96,361.16,214.44,84.6,39.45,17.03,10.12,2003-08-21,5.12,47.79,18.93
002129.SZ,TCL中环,光伏设备,电力设备,光伏设备,天津,8.93,0.79,4.20,5.31,361.04,290.5,,,,,2007-04-20,-35.88,10.27,9.51
301018.SZ,申菱环境,通用设备,机械设备,通用设备,广东,135.7,-0.72,113.63,10.78,360.96,42.09,10.1,23.99,2.17,5.35,2021-07-07,417.06,251.84,101.8
002472.SZ,双环传动,汽车零部件,汽车,汽车零部件,浙江,42.45,4.53,-10.46,10.92,360.83,91.12,24.91,27.34,12.62,14.54,2010-09-10,55.44,32.55,-17.49
688213.SH,思特威-W,半导体,电子,半导体,上海,89.52,-1.95,-5.86,-2.41,359.87,90.31,21.37,23.66,10.01,11.09,2022-05-20,80.99,35.37,0.65
600330.SH,天通股份,电子化学品Ⅱ,电子,电子化学品Ⅱ,浙江,29.16,4.22,122.09,10.37,359.54,32.01,6.21,19.39,,,2001-01-18,260.93,339.78,135.93
603087.SH,甘李药业,生物制品,医药生物,生物制品,北京,60.14,0.27,-11.65,-0.15,359.04,40.52,30.73,75.84,11.44,28.22,2020-06-29,8.07,31.2,-22.45
600177.SH,雅戈尔,服装家纺,纺织服饰,服装家纺,浙江,7.76,-0.89,3.16,4.16,358.74,115.82,53.17,45.9,24.47,20.94,1998-11-19,45.24,-5.7,3.35
002716.SZ,湖南白银,贵金属,有色金属,贵金属,湖南,12.68,1.52,83.24,15.17,357.96,124.45,8.25,6.63,3.4,2.73,2014-01-28,234.16,176.99,23.39
300896.SZ,爱美客,美容护理,美容护理,美容护理,北京,118.0,0.89,-16.27,2.06,357.54,24.53,22.74,92.7,12.91,53.07,2020-09-28,-47.07,-38.83,-27.61
600637.SH,东方明珠,电视广播Ⅱ,传媒,电视广播Ⅱ,上海,10.62,0.57,7.82,3.61,357.04,74.89,20.46,27.32,6.17,8.38,1993-03-16,36.85,33.29,-1.42
920185.BJ,贝特瑞,--,--,--,深圳,31.36,-1.26,-3.09,2.12,356.88,169.83,35.18,20.72,8.75,6.76,2020-07-27,,,
688025.SH,杰普特,自动化设备,机械设备,自动化设备,深圳,375.02,0.11,164.90,19.22,356.27,20.74,7.98,38.48,2.79,13.43,2019-10-31,323.48,697.56,162.31
603688.SH,石英股份,非金属材料Ⅱ,基础化工,非金属材料Ⅱ,江苏,65.5,3.44,79.06,19.29,355.01,10.08,3.49,34.61,1.53,14.57,2014-10-31,14.19,128.36,64.47
600499.SH,科达制造,专用设备,机械设备,专用设备,广东,18.5,-2.84,33.38,-5.66,354.83,173.89,48.52,27.9,13.09,12.46,2002-10-10,60.03,116.49,12.45
002432.SZ,九安医疗,医疗器械,医药生物,医疗器械,天津,76.13,-2.77,90.13,1.63,354.0,13.66,8.72,63.83,22.67,166.19,2010-06-10,108.32,91.23,90.1
601236.SH,红塔证券,证券Ⅱ,非银金融,证券Ⅱ,云南,7.5,-0.27,-8.42,-2.22,353.78,24.34,,,12.14,50.22,2019-07-05,-2.95,-9.87,-15.42
603306.SH,华懋科技,汽车零部件,汽车,汽车零部件,福建,107.52,-1.08,70.64,16.58,353.74,25.03,7.63,30.49,2.18,8.32,2014-09-26,298.82,241.95,55.66
002149.SZ,西部材料,小金属,有色金属,小金属,陕西,72.44,-1.4,59.17,27.99,353.51,32.31,5.69,17.62,1.03,3.4,2007-08-10,251.21,241.88,23.07
000661.SZ,长春高新,生物制品,医药生物,生物制品,吉林,86.59,-0.96,-6.44,1.16,353.29,120.83,99.22,82.11,1.55,,1996-12-18,-47.08,-22.57,-22.71
000060.SZ,中金岭南,工业金属,有色金属,工业金属,深圳,7.95,-1.61,35.90,24.41,353.06,605.44,39.36,6.51,8.02,1.36,1997-01-23,81.69,70.55,29.08
688322.SH,奥比中光-W,光学光电子,电子,光学光电子,深圳,87.92,1.64,-1.95,14.69,352.56,9.41,4.12,43.76,1.28,13.57,2022-07-07,,,
000959.SZ,首钢股份,普钢,钢铁,普钢,北京,4.54,-0.87,-7.35,0.89,352.08,1029.18,51.65,5.02,9.96,1.04,1999-12-16,7.1,22.57,-24.9
605376.SH,博迁新材,能源金属,有色金属,能源金属,江苏,134.3,3.28,105.35,9.53,351.87,11.52,3.76,32.64,2.19,19.03,2020-12-08,560.44,540.79,170.84
002497.SZ,雅化集团,化学制品,基础化工,化学制品,四川,30.5,1.13,23.23,10.79,351.66,85.43,18.85,22.06,6.32,6.43,2010-11-09,82.79,105.11,-7.18
002335.SZ,科华数据,其他电源设备Ⅱ,电力设备,其他电源设备Ⅱ,福建,68.23,-1.34,22.87,11.49,351.38,81.6,20.04,24.56,4.18,5.26,2010-01-13,109.29,110.01,-3.05
603369.SH,今世缘,白酒Ⅱ,食品饮料,白酒Ⅱ,江苏,28.13,2.11,-19.12,8.36,350.78,101.82,75.59,74.25,26.04,25.57,2014-07-03,-33.44,-31.46,-14.55
688248.SH,南网科技,电网设备,电力设备,电网设备,广东,62.03,-0.43,38.65,13.38,350.47,36.85,10.98,29.79,4.21,11.62,2021-12-22,141.99,92.34,27.09
688536.SH,思瑞浦,半导体,电子,半导体,江苏,253.9,-2.95,58.81,9.44,350.38,21.42,9.99,46.64,1.73,8.08,2020-09-21,98.43,222.52,72.85
000883.SZ,湖北能源,电力,公用事业,电力,湖北,4.94,0.0,8.81,1.23,349.7,174.67,38.36,21.96,19.09,11.61,1998-05-19,30.92,14.59,18.86
002636.SZ,金安国纪,元件,电子,元件,上海,47.93,-3.19,186.83,3.57,348.93,44.8,6.35,14.18,3.01,6.83,2011-11-25,471.9,588.81,195.35
601155.SH,新城控股,房地产开发,房地产,房地产开发,江苏,15.46,2.05,10.82,9.80,348.78,530.12,145.34,27.42,6.8,0.84,2015-12-04,18.9,11.48,-9.02
300474.SZ,景嘉微,军工电子Ⅱ,国防军工,军工电子Ⅱ,湖南,66.46,-1.25,-7.53,6.99,347.59,7.2,3.41,47.36,,,2016-03-31,-21.96,-37.04,-23.5
601696.SH,中银证券,证券Ⅱ,非银金融,证券Ⅱ,上海,12.44,-0.72,-17.01,2.05,345.58,33.9,,,10.45,30.83,2020-02-26,12.34,7.14,-25.93
000423.SZ,东阿阿胶,中药Ⅱ,医药生物,中药Ⅱ,山东,53.66,0.47,9.33,-2.15,345.57,67.0,49.23,73.47,17.39,25.95,1996-07-29,15.34,-14.32,2.94
300257.SZ,开山股份,通用设备,机械设备,通用设备,上海,34.7,1.52,146.98,18.07,344.92,47.24,16.79,35.55,3.64,7.72,2011-08-19,77.77,231.52,103.18
002025.SZ,航天电器,军工电子Ⅱ,国防军工,军工电子Ⅱ,贵州,75.7,-2.1,51.01,9.28,344.44,58.2,17.81,30.6,1.83,4.04,2004-07-26,29.61,33.06,18.85
688127.SH,蓝特光学,光学光电子,电子,光学光电子,浙江,84.78,5.74,120.27,23.42,344.21,15.36,6.62,43.08,3.89,25.46,2020-09-21,264.9,210.54,108.66
000582.SZ,北部湾港,航运港口,交通运输,航运港口,广西,13.67,9.98,45.74,22.71,344.07,76.14,23.04,30.26,10.38,15.69,1995-11-02,88.16,68.58,42.46
301626.SZ,苏州天脉,消费电子,电子,消费电子,江苏,296.47,2.94,59.14,12.39,343.91,11.17,4.15,37.13,1.55,13.84,2024-10-24,174.54,249.81,73.66
600578.SH,京能电力,电力,公用事业,电力,北京,5.13,0.59,0.59,5.56,343.45,354.26,75.39,21.28,35.3,12.64,2002-05-10,203.05,155.76,61.07
600562.SH,国睿科技,军工电子Ⅱ,国防军工,军工电子Ⅱ,江苏,27.65,0.11,-2.16,0.55,343.41,33.58,12.69,37.8,6.29,19.05,2003-01-28,74.43,29.54,-18.7
688065.SH,凯赛生物,化学制品,基础化工,化学制品,上海,47.6,-0.56,-4.42,2.26,343.2,32.95,11.27,34.22,5.61,16.07,2020-08-12,-23.08,5.32,-20.5
603345.SH,安井食品,食品加工,食品饮料,食品加工,福建,103.0,-1.21,29.92,3.17,342.99,161.93,34.98,21.6,13.59,8.46,2017-02-22,3.24,29.63,22.84
603650.SH,彤程新材,橡胶,基础化工,橡胶,上海,55.58,-2.53,25.92,1.09,342.37,34.29,8.3,24.2,5.63,16.84,2018-06-27,63.8,61.27,13.59
688433.SH,华曙高科,通用设备,机械设备,通用设备,湖南,82.67,1.94,24.94,2.70,342.25,7.15,3.11,43.48,0.69,9.64,2023-04-17,193.29,306.31,13.52
601933.SH,永辉超市,一般零售,商贸零售,一般零售,福建,3.77,0.27,-19.62,-0.79,342.13,535.08,106.08,19.83,,,2010-12-15,30.6,-46.03,-21.41
688630.SH,芯碁微装,专用设备,机械设备,专用设备,安徽,259.16,-5.05,93.65,-1.83,342.09,14.08,5.66,40.16,2.9,20.59,2021-04-01,330.11,525.36,139.83
000921.SZ,海信家电,白色家电,家用电器,白色家电,广东,24.61,1.53,-0.81,8.32,340.85,879.28,187.38,21.31,31.87,5.38,1999-07-13,38.13,-13.62,1.17
300073.SZ,当升科技,电池,电力设备,电池,北京,62.59,-1.56,8.29,1.28,340.49,103.74,13.21,12.73,6.32,6.12,2010-04-27,51.94,44.45,-7.14
002624.SZ,完美世界,游戏Ⅱ,传媒,游戏Ⅱ,浙江,17.55,10.03,7.08,2.81,340.47,66.6,40.14,60.28,7.31,10.39,2011-10-28,25.51,43.0,-17.5
600517.SH,国网英大,多元金融,非银金融,多元金融,上海,5.94,-0.5,-1.16,-5.41,339.65,119.55,11.81,14.38,25.31,40.5,2003-10-10,18.56,2.33,-12.03
600282.SH,南钢股份,普钢,钢铁,普钢,江苏,5.49,2.62,4.37,2.43,338.46,579.94,81.62,14.07,28.67,4.75,2000-09-19,65.07,17.95,-1.63
688523.SH,航天环宇,航天装备Ⅱ,国防军工,航天装备Ⅱ,湖南,82.89,14.89,48.12,34.26,337.36,4.58,1.76,38.34,0.48,10.46,2023-06-02,115.57,195.87,-7.9
603119.SH,浙江荣泰,汽车零部件,汽车,汽车零部件,浙江,92.62,4.75,-19.93,24.52,337.14,13.76,4.8,34.86,2.78,20.5,2023-08-01,387.81,303.77,-24.42
000027.SZ,深圳能源,电力,公用事业,电力,深圳,7.08,-0.14,8.59,2.16,336.8,434.3,89.77,20.67,21.03,7.08,1993-09-03,33.22,30.83,22.26
000877.SZ,天山股份,水泥,建筑材料,水泥,新疆,4.73,0.64,-11.09,2.38,336.3,744.96,133.7,17.95,,,1999-01-07,-31.53,-19.41,-17.76
002244.SZ,滨江集团,房地产开发,房地产,房地产开发,浙江,10.8,8.0,7.46,17.78,335.99,828.88,109.55,13.22,21.16,4.39,2008-05-29,54.36,26.26,2.33
605589.SH,圣泉集团,塑料,基础化工,塑料,山东,39.66,-2.79,40.14,4.78,335.52,109.36,27.53,25.18,10.07,9.44,2021-08-10,125.24,118.36,71.01
605358.SH,立昂微,半导体,电子,半导体,浙江,49.98,9.99,43.54,28.35,335.37,35.91,3.54,9.86,,,2020-09-11,107.74,136.81,46.48
600109.SH,国金证券,证券Ⅱ,非银金融,证券Ⅱ,四川,9.03,-0.44,-2.90,2.38,334.56,84.57,,,22.77,27.09,1997-08-07,-1.16,5.11,-8.28
301297.SZ,富乐德,半导体,电子,半导体,安徽,44.96,-5.72,25.96,4.92,334.05,28.67,8.13,28.36,4.03,15.56,2022-12-30,52.89,-2.55,9.5
603737.SH,三棵树,装修建材,建筑材料,装修建材,福建,45.2,-0.62,-2.31,2.80,333.58,125.27,42.33,33.79,7.75,6.05,2016-06-03,19.75,32.24,-19.6
300677.SZ,英科医疗,医疗器械,医药生物,医疗器械,山东,50.92,-2.82,30.90,-11.10,333.53,99.26,23.94,24.12,10.11,10.55,2017-07-21,91.61,86.55,12.56
600259.SH,XD中稀有,小金属,有色金属,小金属,海南,99.05,0.87,76.53,15.17,332.81,58.2,3.61,6.2,1.28,1.52,2000-05-25,141.12,202.97,43.47
600298.SH,安琪酵母,调味发酵品Ⅱ,食品饮料,调味发酵品Ⅱ,湖北,38.3,1.06,-12.44,0.05,332.44,167.29,41.33,24.71,15.44,9.5,2000-08-18,6.51,4.2,-15.95
600737.SH,中粮糖业,农产品加工,农林牧渔,农产品加工,新疆,15.54,1.37,-9.70,5.79,332.4,265.11,30.26,11.41,9.51,3.61,1996-07-31,100.42,47.81,-17.31
002948.SZ,青岛银行,银行,银行,,山东,5.71,-1.72,27.46,1.06,332.32,145.73,,,51.88,36.76,,108.46,56.2,25.72
688692.SH,达梦数据,软件开发,计算机,软件开发,湖北,293.8,7.8,12.45,14.20,331.99,13.06,12.55,96.12,5.17,39.44,2024-06-12,79.44,27.57,7.53
002015.SZ,协鑫能科,电力,公用事业,电力,江苏,20.38,-1.02,104.82,8.00,330.77,103.26,29.32,28.4,4.04,6.27,2004-07-08,88.8,207.77,122.08
002130.SZ,沃尔核材,其他电子Ⅱ,电子,其他电子Ⅱ,深圳,23.58,-0.84,-10.41,3.15,330.12,84.51,26.75,31.65,11.44,14.44,2007-04-20,199.49,-9.53,-17.03
300487.SZ,蓝晓科技,塑料,基础化工,塑料,陕西,64.59,-1.07,4.60,-0.28,328.76,27.86,14.34,51.46,8.97,32.41,2015-07-02,17.17,28.35,-8.36
002797.SZ,第一创业,证券Ⅱ,非银金融,证券Ⅱ,深圳,7.82,-0.64,13.83,4.97,328.6,36.86,,,8.41,24.62,2016-05-11,24.73,-9.23,0.86
688617.SH,惠泰医疗,医疗器械,医药生物,医疗器械,深圳,232.61,-0.85,-4.38,-4.32,327.98,25.84,18.83,72.88,8.21,31.26,2021-01-07,14.69,-17.72,-19.87
688052.SH,纳芯微,半导体,电子,半导体,江苏,201.0,0.41,27.07,8.36,327.63,33.68,11.77,34.95,,,2022-04-22,39.02,84.05,45.63
000800.SZ,一汽解放,商用车,汽车,商用车,吉林,6.64,0.76,-2.06,-5.14,326.75,626.78,44.16,7.05,7.25,1.26,1997-06-18,-26.15,-22.69,-10.29
300724.SZ,捷佳伟创,光伏设备,电力设备,光伏设备,深圳,93.89,0.38,-1.79,7.49,326.74,154.72,43.72,28.26,26.17,16.92,2018-08-10,11.21,30.07,-18.17
601717.SH,中创智领,专用设备,机械设备,专用设备,河南,18.23,-0.11,-25.74,-10.06,325.41,413.85,93.7,22.66,42.93,10.54,2010-08-03,68.04,57.51,-24.02
600329.SH,达仁堂,中药Ⅱ,医药生物,中药Ⅱ,天津,42.24,0.5,-2.15,5.89,325.25,49.17,36.4,74.02,21.31,42.92,2001-06-06,37.01,49.53,-8.32
600060.SH,海信视像,黑色家电,家用电器,黑色家电,山东,24.92,-0.6,2.64,1.67,325.21,576.79,96.35,16.7,24.54,4.87,1997-04-22,36.04,38.97,6.04
601118.SH,海南橡胶,种植业,农林牧渔,种植业,海南,7.6,0.53,29.91,10.79,325.2,422.37,10.62,2.52,,,2011-01-07,56.35,30.26,19.79
601069.SH,西部黄金,贵金属,有色金属,贵金属,新疆,35.58,4.1,33.36,13.97,324.13,135.67,13.49,9.95,4.72,3.41,2015-01-22,126.73,141.05,-2.86
601865.SH,福莱特,光伏设备,电力设备,光伏设备,浙江,13.83,1.17,-11.74,2.60,324.04,155.67,26.32,16.91,9.81,6.38,2019-02-15,-53.46,-39.33,-26.89
000564.SZ,供销大集,一般零售,商贸零售,一般零售,陕西,1.79,1.13,-28.40,1.70,323.24,18.86,6.14,32.56,,,1994-01-10,20.98,-50.99,-30.24
688538.SH,和辉光电-U,光学光电子,电子,光学光电子,上海,2.34,1.3,-12.03,4.46,323.13,55.01,,,,,2021-05-28,,,
003022.SZ,联泓新科,光伏设备,电力设备,光伏设备,山东,24.18,-4.12,22.49,-5.06,323.04,63.38,11.86,18.72,3.06,5.01,2020-12-08,43.15,92.7,29.28
001270.SZ,*ST铖昌,军工电子Ⅱ,国防军工,军工电子Ⅱ,浙江,156.77,2.54,71.02,11.42,322.95,4.05,2.94,72.68,1.17,28.94,2022-06-06,166.84,260.21,36.96
600126.SH,杭钢股份,普钢,钢铁,普钢,浙江,9.56,0.1,17.16,4.48,322.84,523.27,9.51,1.82,0.24,0.04,1998-03-11,49.05,66.38,-6.09
002673.SZ,西部证券,证券Ⅱ,非银金融,证券Ⅱ,陕西,7.21,-0.14,-8.62,1.69,322.29,59.85,,,17.54,30.29,2012-05-03,9.85,-13.34,-16.58
000683.SZ,博源化工,化学原料,基础化工,化学原料,内蒙,8.66,-1.25,16.40,-3.88,321.89,120.75,36.78,30.46,9.42,12.24,1997-01-31,38.29,40.43,-0.55
000932.SZ,华菱钢铁,普钢,钢铁,普钢,湖南,4.69,0.21,-16.55,-2.70,321.41,1217.41,117.68,9.71,26.11,3.19,1999-08-03,-17.76,-0.27,-26.22
688297.SH,中无人机,航空装备Ⅱ,国防军工,航空装备Ⅱ,四川,47.61,2.96,-0.85,6.06,321.37,30.16,3.39,11.23,0.89,2.94,2022-06-29,18.38,17.55,-8.26
601016.SH,节能风电,电力,公用事业,电力,北京,4.9,-1.8,66.10,3.59,320.66,44.95,18.58,41.34,6.86,15.97,2014-09-29,72.72,66.61,64.98
600961.SH,株冶集团,工业金属,有色金属,工业金属,湖南,29.88,1.43,85.59,9.09,320.61,222.46,25.91,11.65,11.25,5.06,2004-08-30,197.26,220.15,51.33
600925.SH,苏能股份,煤炭开采,煤炭,煤炭开采,江苏,4.65,0.43,2.42,-1.27,320.34,126.67,33.71,26.61,2.25,3.67,2023-03-29,-7.23,-3.92,6.59
000728.SZ,国元证券,证券Ⅱ,非银金融,证券Ⅱ,安徽,7.34,-0.41,-12.10,0.55,320.32,62.49,,,24.26,38.83,1997-06-16,12.34,-6.74,-14.81
601990.SH,南京证券,证券Ⅱ,非银金融,证券Ⅱ,江苏,7.28,-0.41,-8.08,-0.14,320.32,28.06,,,10.78,38.58,2018-06-13,-12.29,-17.44,-16.0
688807.SH,优迅股份,半导体,电子,半导体,福建,400.15,6.86,113.64,6.43,320.12,4.86,2.11,43.37,0.88,18.13,2025-12-19,,,
002056.SZ,横店东磁,光伏设备,电力设备,光伏设备,浙江,19.64,-0.51,0.72,6.57,319.54,225.86,40.24,17.82,18.51,9.36,2006-08-02,99.36,107.75,22.02
688400.SH,凌云光,专用设备,机械设备,专用设备,北京,66.55,-0.21,57.03,44.80,318.77,29.12,10.13,34.79,1.61,5.54,2022-07-06,109.8,168.16,27.86
600707.SH,彩虹股份,光学光电子,电子,光学光电子,陕西,8.88,-1.77,36.83,2.54,318.61,112.93,18.37,16.27,3.74,3.85,1996-05-20,47.24,22.58,54.13
